index,CNPJ,SEQUENCIALDOCNPJ,DVDOCNPJ,NOMEINSTITUIÇÃO,SEGMENTO,CÓDCOMPEAG,NOMEAGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATAINÍCIO,DDD,FONE,IDINSTALAÇÃO,MUNICIPIOIBGE,LATITUDE,LONGITUDE,LATITUDE_v2,LONGITUDE_v2
2821,60746948,3392,9,BANCO BRADESCO S.A.,Banco Múltiplo,3373,"AGÊNCIA CORPORATE SÃO JOSÉ DOS CAMPOS, SP                   ",AV.SAO JOAO,352,PAVIMENTO SUPERIOR                                ,JARDIMESPLANADA,12242-840,SAOJOSEDOSCAMPOS,SP,21/05/2003 ,12,38789450,9999878782,3549904,-23.2017,-45.90272,,
2822,60746948,6343,91,BANCO BRADESCO S.A.,Banco Múltiplo,3931,"PRIME AV. SAO JOAO, URB SAO JOSE DOS CAMPOS, SP             ","AVENIDA SAO JOAO, 338",          ,                                                  ,JARDIMESPLANADA,12242-840,SAOJOSEDOSCAMPOS,SP,21/10/2011 ,12,39133939,9999495551,3549904,-23.2017,-45.90272,,
2823,60746948,6663,23,BANCO BRADESCO S.A.,Banco Múltiplo,6012,"AVENIDA SAO JOAO,URB.SAO JOSE DOS CAMPOS, SP                ",AV.SAO JOAO,352,                                                  ,JARDIMESPLANADA,12242-840,SAOJOSEDOSCAMPOS,SP,29/10/2012 ,12,39134616,9999409176,3549904,-23.2017,-45.90272,,
2825,58160789,135,30,BANCO SAFRA S.A.,Banco Múltiplo,135,SAO JOSE DOS CAMPOS                                         ,AVENIDA NOVE DE JULHO 95 - LOJAS 02 E 04,          ,                                                  ,CENTRO,12243-000,SAOJOSEDOSCAMPOS,SP,2000-11-05 00:00:00,12,39244400,9999971311,3549904,-23.20113,-45.89601,,
2827,60701190,1179,82,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1529,S.J.CAMPOS/SANTOS DUMONT                                    ,"AV. DR ADEMAR DE BARROS, 800",          ,                                                  ,CENTRO,12245-011,SAOJOSEDOSCAMPOS,SP,1985-02-12 00:00:00,11,30034828,9999969372,3549904,-23.19883,-45.89169,,
2837,00.416.968,46,3,BANCO INTER S.A.,Banco Múltiplo,1,BANCOS MULTIPLOS  COM CARTEIRA COMERCIAL                    ,AV ALFREDO IGNACIO NOGUEIRA PENIDO,255,SALA 513                                          ,PARQUERESIDENCIALAQUARIUS,12246-000,SAOJOSEDOSCAMPOS,SP,2016-01-11 00:00:00,31,21017000,9999258355,3549904,-23.21559,-45.90643,,
2841,60701190,4717,27,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9696,PERSONNALITÉ JD AQUARIUS                                    ,AVENIDA CASSIANO RICARDO,601,LOJA 1                                            ,PQRESIDENCAILAQUARIUS,12246-870,SAOJOSEDOSCAMPOS,SP,16/01/2013 ,11,30034828,9999399306,3549904,-23.21697,-45.91035,,
2842,90400888,1712,6,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4334,SJCAMPOS-JARDIM AQUARIUS                                    ,AV CASSIANO RICARDO,521,                                                  ,PQRESAQUARIUS,12246-870,SAOJOSEDOSCAMPOS,SP,30/04/2009 ,12,39041300,9999608151,3549904,-23.21697,-45.91035,,
2843,62232889,94,99,BANCO DAYCOVAL S.A.,Banco Múltiplo,94,SÃO JOSE DOS CAMPOS                                         ,RUA CARLOS MARIA AURICCHIO,70,"SALAS 708, 709 E 710 - COND ROYAL PARK            ",ROYALPARK,12246-876,SAOJOSEDOSCAMPOS,SP,30/10/2018 ,12,39320080,9999198601,3549904,-23.22491,-45.90935,,
2847,90400888,567,92,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,391,PARAIBUNA                                                   ,"RUA CORONEL CAMARGO,86",          ,                                                  ,CENTRO,12260-000,PARAIBUNA,SP,31/08/2006 ,12,39745000,9999724936,3535606,-23.5011273,-45.6385125,-23.5011273,-45.6385125
2848,60746948,350,99,BANCO BRADESCO S.A.,Banco Múltiplo,350,"CACAPAVA, SP                                                ","PRACA DA BANDEIRA, 34",          ,                                                  ,CENTRO,12280-000,CACAPAVA,SP,25/01/1969 ,12,36533966,9999968118,3508504,,,,
2849,60701190,729,46,ITAÚ UNIBANCO S.A.,Banco Múltiplo,707,CACAPAVA-SP                                                 ,"PRACA DA BANDEIRA, 154",          ,                                                  ,CENTRO,12280-630,CACAPAVA,SP,24/05/1976 ,11,30034828,9999969787,3508504,,,,
2851,90400888,645,40,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,16,CENTRO-CACAPAVA-SP                                          ,"RUA CAPITAO JOAO RAMOS, 120",          ,                                                  ,CENTRO,12281-520,CACAPAVA,SP,31/08/2006 ,12,36542500,9999724412,3508504,-23.10122,-45.70802,,
2852,90400888,1684,0,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3072,001 3072 PCA BANDEIRA CACAPAVA SP                           ,R CAP JOAO RAMOS,120,                                                  ,CENTRO,12281-520,CACAPAVA,SP,30/04/2009 ,12,36547410,9999607256,3508504,-23.10122,-45.70802,,
2854,60746948,395,90,BANCO BRADESCO S.A.,Banco Múltiplo,395,"JACAREI, CENTRO, SP                                         ","RUA DR.LUCIO MALTA, 545",          ,                                                  ,CENTRO,12300-000,JACAREI,SP,1968-05-06 00:00:00,12,39522800,9999968073,3524402,-23.3251044,-45.9167102,-23.3251044,-45.9167102
2856,90400888,997,69,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,190,RAUL CHAVES-JACAREI-SP                                      ,"PRACA RAUL CHAVES, 56",          ,                                                  ,CENTRO,12308-011,JACAREI,SP,31/08/2006 ,12,39548000,9999724450,3524402,-23.30475,-45.96673,,
2857,60701190,159,85,ITAÚ UNIBANCO S.A.,Banco Múltiplo,240,JACAREI-SP                                                  ,"RUA DR. LUCIO MALTA, 445",          ,                                                  ,CENTRO,12315-310,JACAREI,SP,23/10/1961 ,11,30034828,9999970343,3524402,-23.31932,-45.92292,,
2862,60701190,3591,37,ITAÚ UNIBANCO S.A.,Banco Múltiplo,8053,JACAREÍ / JARDIM PEREIRA DO AMPARO                          ,AV SEN JOAQUIM MIGUEL MARTINS DE,          ,"SIQUEIRA, 180 - PARTE                             ",JARDIMPEREIRADOAMPARO,12327-695,JACAREI,SP,19/10/2009 ,11,30034828,9999590509,3524402,-23.30226,-45.96747,,
2863,90400888,1326,42,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3618,CENTRO-JACAREI-SP                                           ,"AV. SEN. JOAQUIM M. MIGUEL SIQUEIRA, 117",          ,                                                  ,CENTRO,12327-695,JACAREI,SP,30/04/2009 ,12,39543200,9999607433,3524402,-23.30226,-45.96747,,
2864,90400888,1327,23,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4610,JM SIQUEIRA-JACAREI-SP                                      ,"AVENIDA SENADOR JOAQUIM M M SIQUEIRA,",117,                                                  ,JDPEREIRADOAMPARO,12327-695,JACAREI,SP,30/04/2009 ,12,39543200,9999607432,3524402,-23.30226,-45.96747,,
2865,90400888,1328,4,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4413,CENTRO-JACAREI-SP II                                        ,AV SEN JOAQUIM M MIGUEL SIQUEIRA,117,                                                  ,CENTRO,12327-695,JACAREI,SP,30/04/2009 ,12,39543100,9999607431,3524402,-23.30226,-45.96747,,
2866,90400888,342,9,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,393,SANTA BRANCA                                                ,"PRACA AJUDANTE BRAGA, 6",          ,                                                  ,CENTRO,12380-000,SANTABRANCA,SP,31/08/2006 ,12,39726600,9999724941,3546009,-23.4310812,-45.8659561,-23.4310812,-45.8659561
2867,90400888,1569,8,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3243,R ANDRADAS-PINDA-SP                                         ,"RUA DOS ANDRADAS, 310",          ,                                                  ,CENTRO,12400-000,PINDAMONHANGABA,SP,30/04/2009 ,122,4318442,9999607264,3538006,-22.8840393,-45.5460612,-22.8840393,-45.5460612
2869,60701190,176,86,ITAÚ UNIBANCO S.A.,Banco Múltiplo,259,PINDAMONHANGABA-SP                                          ,"RUA DOS ANDRADAS, 360",          ,                                                  ,CENTRO,12400-010,PINDAMONHANGABA,SP,1964-09-05 00:00:00,11,30034828,9999970326,3538006,-22.92509,-45.46231,,
2870,60746948,183,21,BANCO BRADESCO S.A.,Banco Múltiplo,216,"PINDAMONHANGABA, CENTRO, SP                                 ","RUA BICUDO LEME, 20",          ,                                                  ,CENTRO,12400-180,PINDAMONHANGABA,SP,20/10/1963 ,12,36432366,9999968285,3538006,-22.92381,-45.46397,,
2871,90400888,606,33,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,307,001 0307 R ANDRADAS-PINDA-SP I                              ,R DOS ANDRADAS,310,                                                  ,CENTRO,12400-310,PINDAMONHANGABA,SP,31/08/2006 ,12,36442525,9999724421,3538006,-22.92459,-45.45861,,
2874,90400888,3398,24,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2536,001 2536 MOREIRA CESAR-PINDA-SP                             ,AV JOSE AUGUSTO MESQUITA,201,                                                  ,CENTRO,12440-010,PINDAMONHANGABA,SP,26/09/2022 ,12,39041380,9999018952,3538006,-22.91767,-45.36301,,
2879,60701190,1291,31,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1422,CAMPOS DO JORDAO-SP                                         ,"AV. FREI ORESTES GIRARDI, 859",          ,                                                  ,CENTRO,12460-000,CAMPOSDOJORDAO,SP,21/03/1986 ,11,30034828,9999969261,3509700,-22.7210067,-45.5629394,-22.7210067,-45.5629394
2880,60746948,1796,86,BANCO BRADESCO S.A.,Banco Múltiplo,1549,CAMPOS DO JORDAO                                            ,"AV. FREI ORESTES GIRARDI, 909",          ,                                                  ,VL.ABERNESSIA,12460-000,CAMPOSDOJORDAO,SP,1985-03-06 00:00:00,12,2623700,9999966810,3509700,-22.7210067,-45.5629394,-22.7210067,-45.5629394
2881,90400888,360,90,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,69,C JARDIM-CPOS JORDAO-SP                                     ,"TRAVESSA CAIO JARDIM, 80",          ,                                                  ,VL.ABERNESSIA,12460-000,CAMPOSDOJORDAO,SP,31/08/2006 ,12,36681000,9999725075,3509700,-22.7210067,-45.5629394,-22.7210067,-45.5629394
2882,90400888,1501,10,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3087,001 3087 CENTRO-CAMPOS JORDAO-SP                            ,"AV. FREI ORESTES GIRARDI,1069",          ,                                                  ,ABERNESSIA,12460-000,CAMPOSDOJORDAO,SP,30/04/2009 ,12,36731000,9999608347,3509700,-22.7210067,-45.5629394,-22.7210067,-45.5629394
2884,90400888,584,93,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,495,SAO BENTO DO SAPUCAI                                        ,"AV. CONS. RODRIGUES ALVES, 307",          ,                                                  ,CENTRO,12490-000,SAOBENTODOSAPUCAI,SP,31/08/2006 ,12,39716000,9999724403,3548609,-22.7106131,-45.6952715,-22.7106131,-45.6952715
2885,60746948,415,79,BANCO BRADESCO S.A.,Banco Múltiplo,415,"GUARATINGUETA, CENTRO, SP                                   ","RUA DR.MORAIS FILHO,129",          ,                                                  ,CENTRO,12500-000,GUARATINGUETA,SP,1968-12-10 00:00:00,12,31322022,9999968053,3518404,,,,
2886,90400888,1521,63,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3146,MONS.FILIPPO-GUARA-SP                                       ,"RUA MONSENHOR FILIPPO, 220",          ,                                                  ,CENTRO,12500-000,GUARATINGUETA,SP,30/04/2009 ,12,31283450,9999608133,3518404,,,,
2887,60701190,242,8,ITAÚ UNIBANCO S.A.,Banco Múltiplo,156,GUARATINGUETA-SP                                            ,"R.JOSE BONIFACIO,",23,                                                  ,CENTRO,12500-030,GUARATINGUETA,SP,27/08/1968 ,11,30034828,9999970260,3518404,-22.81491,-45.194,,
2890,90400888,746,93,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,53,001 0053 MONS.FILIPPO-GUARA-SP I                            ,R MONS FILIPPO,220,                                                  ,CENTRO,12501-410,GUARATINGUETA,SP,31/08/2006 ,12,31282000,9999724926,3518404,-22.81675,-45.19522,,
2897,90400888,487,73,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,387,CUNHA                                                       ,RUA DR CASEMIRO DA ROCHA 51,          ,                                                  ,CENTRO,12530-000,CUNHA,SP,31/08/2006 ,12,31116000,9999724739,3513603,-23.0360678,-44.92533539999999,-23.0360678,-44.92533539999999
2900,60746948,2218,1,BANCO BRADESCO S.A.,Banco Múltiplo,1976,"APARECIDA, SP                                               ","PRACA BENEDITO MEIRELLES, 186",          ,                                                  ,CENTRO,12570-000,APARECIDA,SP,1986-04-08 00:00:00,12,31052615,9999966413,3502507,-22.9276473,-45.2431035,-22.9276473,-45.2431035
2901,90400888,214,92,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,633,APARECIDA-INT-SP                                            ,"AVENIDA BARÃO DO RIO BRANCO, 60",          ,                                                  ,CENTRO,12570-000,APARECIDA,SP,31/08/2006 ,12,5361577,9999724683,3502507,-22.9276473,-45.2431035,-22.9276473,-45.2431035
2902,90400888,1657,37,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3022,S. BENEDITO-APARECIDA-SP                                    ,"RUA BARAO DO RIO BRANCO,",60,                                                  ,CENTRO,12570-000,APARECIDA,SP,30/04/2009 ,12,31089000,9999607711,3502507,-22.9276473,-45.2431035,-22.9276473,-45.2431035
2904,60746948,398,33,BANCO BRADESCO S.A.,Banco Múltiplo,398,"LORENA, SP                                                  ","RUA COMENDADOR CUSTODIO, 165",          ,                                                  ,CENTRO,12600-000,LORENA,SP,1968-05-06 00:00:00,12,31532433,9999968070,3527207,,,,
2905,90400888,1021,40,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,266,001 0266 CENTRO-LORENA-SP                                   ,"PRACA DR. ARNOLFO DE AZEVEDO, 112",          ,                                                  ,CENTRO,12600-000,LORENA,SP,31/08/2006 ,12,31591200,9999724781,3527207,,,,
2907,60701190,164,42,ITAÚ UNIBANCO S.A.,Banco Múltiplo,247,LORENA-SP                                                   ,"RUA DUQUE DE CAXIAS, 60",          ,                                                  ,CENTRO,12600-040,LORENA,SP,28/06/1962 ,11,30034828,9999970338,3527207,-22.73071,-45.12355,,
2909,90400888,1351,53,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3619,001 3619 CENTRO I-LORENA-SP                                 ,PCA DR ARNOLFO DE AZEVEDO,112,                                                  ,CENTRO,12600-210,LORENA,SP,30/04/2009 ,12,31591500,9999607891,3527207,-22.73141,-45.12311,,
2914,60746948,2287,25,BANCO BRADESCO S.A.,Banco Múltiplo,2040,CACHOEIRA PAULISTA                                          ,"PCA. PRADO FILHO, 30",          ,                                                  ,CENTRO,12630-000,CACHOEIRAPAULISTA,SP,1986-03-12 00:00:00,0,0,9999966353,3508603,-22.6979746,-44.98134520000001,-22.6979746,-44.98134520000001
2915,90400888,646,20,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,164,CACHOEIRA PAULISTA                                          ,"RUA CORONEL DOMICIANO, 343",          ,                                                  ,CENTRO,12630-000,CACHOEIRAPAULISTA,SP,31/08/2006 ,12,31862525,9999724457,3508603,-22.6979746,-44.98134520000001,-22.6979746,-44.98134520000001
2916,90400888,899,68,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,499,SILVEIRAS                                                   ,"PCA PE JOAQUIM FERREIRA DA CUNHA, 30",          ,                                                  ,CENTRO,12690-000,SILVEIRAS,SP,31/08/2006 ,12,31064700,9999724463,3552007,-22.7389718,-44.813111,-22.7389718,-44.813111
2917,60746948,390,86,BANCO BRADESCO S.A.,Banco Múltiplo,390,"CRUZEIRO, SP                                                ","AV. JORGE TIBIRICA, 575",          ,                                                  ,CENTRO,12700-000,CRUZEIRO,SP,1968-05-06 00:00:00,12,31443286,9999968078,3513405,-22.5766871,-44.945281,-22.5766871,-44.945281
2918,60701190,151,28,ITAÚ UNIBANCO S.A.,Banco Múltiplo,258,CRUZEIRO-SP                                                 ,"AV. JORGE TIBIRICA, 645",          ,                                                  ,CENTRO,12701-020,CRUZEIRO,SP,1964-11-04 00:00:00,11,30034828,9999970351,3513405,-22.5813,-44.96015,,
2919,90400888,484,20,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,111,CRUZEIRO-INT-SP                                             ,"AV. MAJOR NOVAES, 277",          ,                                                  ,CENTRO,12701-330,CRUZEIRO,SP,31/08/2006 ,12,31412000,9999724440,3513405,-22.57567,-44.96267,,
2920,90400888,1507,5,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3617,001 3617 N RUBEZ CRUZEIRO SP                                ,AV MAJOR NOVAES,277,                                                  ,CENTRO,12701-330,CRUZEIRO,SP,30/04/2009 ,12,31411450,9999607423,3513405,-22.57567,-44.96267,,
2923,60746948,409,20,BANCO BRADESCO S.A.,Banco Múltiplo,409,"QUELUZ, SP                                                  ","RUA PRUDENTE DE MORAES, 64 E 68",          ,                                                  ,CENTRO,12800-000,QUELUZ,SP,1968-01-06 00:00:00,12,31471406,9999968059,3541901,-22.5019755,-44.7943804,-22.5019755,-44.7943804
2924,90400888,683,75,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,552,QUELUZ                                                      ,"RUA DR. OSCAR DE ALMEIDA, 121",          ,                                                  ,CENTRO,12800-000,QUELUZ,SP,31/08/2006 ,12,31479000,9999724999,3541901,-22.5019755,-44.7943804,-22.5019755,-44.7943804
2926,90400888,180,9,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,515,BANANAL                                                     ,"RUA MANOEL AGUIAR, 37",          ,                                                  ,CENTRO,12850-000,BANANAL,SP,31/08/2006 ,12,31169000,9999725015,3504909,-22.7473844,-44.3614875,-22.7473844,-44.3614875
2927,60746948,675,35,BANCO BRADESCO S.A.,Banco Múltiplo,480,"BRAGANCA PAULISTA,CENTRO, SP                                ","RUA DR. CANDIDO RODRIGUES, 139",          ,                                                  ,CENTRO,12900-000,BRAGANCAPAULISTA,SP,1973-10-12 00:00:00,11,40340105,9999967793,3507605,,,,
2928,60701190,27,35,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7,BRAGANCA PAULISTA-SP                                        ,"RUA CEL. TEOFILO LEME, 1384",          ,                                                  ,CENTRO,12900-005,BRAGANCAPAULISTA,SP,18/01/1954 ,11,30034828,9999970473,3507605,-22.95794,-46.53987,,
2929,60701190,592,57,ITAÚ UNIBANCO S.A.,Banco Múltiplo,680,BRAGANCA PTA./RAUL LEME                                     ,PRACA RAUL LEME 87,          ,                                                  ,CENTRO,12900-005,BRAGANCAPAULISTA,SP,1919-01-10 00:00:00,11,30034828,9999969915,3507605,-22.95794,-46.53987,,
2932,90400888,154,17,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,74,CENTRO-BRAGANCA PTA-SP                                      ,"PRAÇA RAUL LEME, 265",          ,                                                  ,CENTRO,12900-140,BRAGANCAPAULISTA,SP,31/08/2006 ,11,44818100,9999725096,3507605,-22.95613,-46.54175,,
2933,90400888,1683,29,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3064,001 3064 CENTRO-BRAGANCA PTA-SP I                           ,PCA RAUL LEME,265,                                                  ,CENTRO,12900-140,BRAGANCAPAULISTA,SP,30/04/2009 ,11,24901030,9999608378,3507605,-22.95613,-46.54175,,
2937,60746948,855,17,BANCO BRADESCO S.A.,Banco Múltiplo,636,"PINHALZINHO, SP                                             ","RUA FLORENCIO DOMINGUES, 78",          ,                                                  ,CENTRO,12920-000,PINHALZINHO,SP,16/08/1976 ,11,40184121,9999967670,3538204,,,,
2938,90400888,230,2,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,35,CENTRO-ATIBAIA-SP                                           ,"RUA THOME FRANCO,23",          ,                                                  ,CENTRO,12940-000,ATIBAIA,SP,31/08/2006 ,11,44141300,9999725103,3504107,,,,
2941,60746948,673,73,BANCO BRADESCO S.A.,Banco Múltiplo,476,"ATIBAIA, SP                                                 ","PRACA APRIGIO DE TOLEDO, 65",          ,                                                  ,CENTRO,12940-670,ATIBAIA,SP,1973-10-12 00:00:00,11,44120199,9999967795,3504107,-23.11574,-46.55582,,
2944,60701190,17,63,ITAÚ UNIBANCO S.A.,Banco Múltiplo,30,ATIBAIA-SP                                                  ,"PRACA BENTO PAES,105",          ,                                                  ,CENTRO,12940-810,ATIBAIA,SP,1957-11-06 00:00:00,11,30034828,9999970483,3504107,-23.1165,-46.5563,,
2945,90400888,1664,66,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4277,001 4277 JOSE ALVIM ATIBAIA SP                              ,R THOME FRANCO,23,                                                  ,CENTRO,12940-918,ATIBAIA,SP,30/04/2009 ,11,44147300,9999608384,3504107,-23.11594,-46.55605,,
2946,90400888,1665,47,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4605,001 4605 URB ATIBAIA APRIGIO TOLEDO                         ,R THOME FRANCO,23,                                                  ,CENTRO,12940-918,ATIBAIA,SP,30/04/2009 ,11,44121444,9999608383,3504107,-23.11594,-46.55605,,
2950,90400888,2668,43,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1566,001-1566 VL GIGLIO-ATIBAIA-SP                               ,"AL PROF LUCAS NOGUEIRA GARCEZ ,2795",          ,LT QUIN2P A1                                      ,JARDIMPAULISTA,12947-000,ATIBAIA,SP,2011-03-11 00:00:00,11,44143800,9999483044,3504107,-23.13871,-46.55478,,
2952,60746948,2798,0,BANCO BRADESCO S.A.,Banco Múltiplo,2534,BOM JESUS DOS PERDOES                                       ,RUA JOAQUIM RODRIGUES DOS SANTOS,267,                                                  ,CENTRO,12955-000,BOMJESUSDOSPERDOES,SP,18/08/1994 ,0,210,9999965888,3507100,-23.1770273,-46.4970116,-23.1770273,-46.4970116
2953,90400888,184,32,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,320,BOM JESUS DOS PERDOES                                       ,"RUA JOAQUIM RODRIGUES DOS SANTOS, 579",          ,                                                  ,CENTRO,12955-000,BOMJESUSDOSPERDOES,SP,31/08/2006 ,11,40121500,9999724785,3507100,-23.1770273,-46.4970116,-23.1770273,-46.4970116
2957,60701190,3230,27,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7890,PIRACAIA (SP)                                               ,"AV. DR. ALIPIO FERREIRA, 12",          ,                                                  ,CENTRO,12970-000,PIRACAIA,SP,2008-11-07 00:00:00,11,30034828,9999644835,3538600,-23.0349657,-46.3049196,-23.0349657,-46.3049196
2958,60746948,2214,70,BANCO BRADESCO S.A.,Banco Múltiplo,1970,PIRACAIA                                                    ,"PRACA PADRE LEONARDO, 5",          ,                                                  ,CENTRO,12970-000,PIRACAIA,SP,14/03/1986 ,11,4037219,9999966417,3538600,-23.0349657,-46.3049196,-23.0349657,-46.3049196
2959,90400888,858,90,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,447,PE LEONARDO-PIRACAIA-SP                                     ,PCA PADRE LEONARDO,45,                                                  ,CENTRO,12970-000,PIRACAIA,SP,31/08/2006 ,11,40362700,9999724906,3538600,-23.0349657,-46.3049196,-23.0349657,-46.3049196
2960,90400888,1571,22,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3244,CENTRO-PIRACAIA-SP                                          ,"PRACA PE LEONARDO, 45",          ,                                                  ,CENTRO,12970-000,PIRACAIA,SP,30/04/2009 ,11,44056000,9999608106,3538600,-23.0349657,-46.3049196,-23.0349657,-46.3049196
2963,60746948,47,3,BANCO BRADESCO S.A.,Banco Múltiplo,46,"CAMPINAS, CENTRO, SP                                        ","AV. MORAES SALES, 668",          ,                                                  ,CENTRO,13010-000,CAMPINAS,SP,1947-10-07 00:00:00,19,37351111,9999968421,3509502,-22.90613,-47.05531,,
2964,60746948,1559,6,BANCO BRADESCO S.A.,Banco Múltiplo,3179,"AGÊNCIA EMPRESAS CAMPINAS II - URB. CAMPINAS, SP            ",AVENIDA DOUTOR MORAES SALLES,668,                                                  ,CENTRO,13010-000,CAMPINAS,SP,25/03/2024 ,15,30037433,9998943265,3509502,-22.90613,-47.05531,,
2965,60746948,3279,79,BANCO BRADESCO S.A.,Banco Múltiplo,3389,"AGÊNCIA CORPORATE CAMPINAS, SP                              ","AV.MORAES SALES, 668",          ,7 ANDAR                                           ,CENTRO,13010-000,CAMPINAS,SP,28/02/2003 ,19,37351233,9999880425,3509502,-22.90613,-47.05531,,
2966,60746948,3355,64,BANCO BRADESCO S.A.,Banco Múltiplo,2389,"PRIME CAMPINAS, SP                                          ",AVENIDA MORAES SALES,668,SALA 2389                                         ,CENTRO,13010-000,CAMPINAS,SP,19/05/2003 ,19,37317200,9999878755,3509502,-22.90613,-47.05531,,
2967,60746948,3834,53,BANCO BRADESCO S.A.,Banco Múltiplo,2002,"PLATAFORMA OPERACIONAL PJ CORPORATE E EMPRESAS, CAMPINAS, SP","AV. DR. MORAES SALLES, 668",          ,7 ANDAR                                           ,CENTRO,13010-000,CAMPINAS,SP,28/09/2005 ,19,37351200,9999764983,3509502,-22.90613,-47.05531,,
2971,60701190,919,8,ITAÚ UNIBANCO S.A.,Banco Múltiplo,546,CAMPINAS/MORAES SALLES-SP                                   ,"AV. DR. MORAIS SALLES, 1373",          ,                                                  ,CAMBUI,13010-002,CAMPINAS,SP,16/10/1958 ,11,30034828,9999969599,3509502,-22.90613,-47.05531,,
2976,60701190,33,83,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9,CAMPINAS-SP                                                 ,"RUA COSTA AGUIAR,616",          ,                                                  ,CENTRO,13010-061,CAMPINAS,SP,1945-02-07 00:00:00,11,30034828,9999970468,3509502,-22.90718,-47.06266,,
2977,90400888,1474,2,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3083,CAMPOS SALLES-CAMPINAS-SP                                   ,"AV. DR. CAMPOS SALES, 675",          ,                                                  ,CENTRO,13010-081,CAMPINAS,SP,30/04/2009 ,19,7352400,9999608030,3509502,-22.90732,-47.06635,,
2980,60701190,2986,77,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7012,PERSONNALITÉ GLICÉRIO                                       ,"AV. FRANCISCO GLICÉRIO, 1.531/1.557",          ,PARTE                                             ,CENTRO,13012-000,CAMPINAS,SP,30/04/2007 ,11,30034828,9999695325,3509502,-22.90491,-47.05974,,
2981,90400888,303,0,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2282,CORPORATE IV                                                ,"AVENIDA FRANCISCO GLICÉRIO, 892",          ,(PARTE)                                           ,CENTRO,13012-000,CAMPINAS,SP,31/08/2006 ,19,37315680,9999724883,3509502,-22.90491,-47.05974,,
2982,90400888,309,98,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2162,001 2162 CAMPINAS-SP IV                                     ,AV FRANCISCO GLICERIO,892,                                                  ,CENTRO,13012-000,CAMPINAS,SP,31/08/2006 ,19,2363300,9999724887,3509502,-22.90491,-47.05974,,
2983,90400888,323,46,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,10,CAMPINAS                                                    ,"AVENIDA FRANCISCO GLICERIO, 892",          ,                                                  ,CENTRO,13012-000,CAMPINAS,SP,31/08/2006 ,19,37314300,9999724899,3509502,-22.90491,-47.05974,,
2984,90400888,326,99,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,148,001 0148 CAMPINAS-SP VI                                     ,AV FRANCISCO GLICERIO,892,                                                  ,CENTRO,13012-000,CAMPINAS,SP,31/08/2006 ,19,37395333,9999724898,3509502,-22.90491,-47.05974,,
