index,CNPJ,SEQUENCIALDOCNPJ,DVDOCNPJ,NOMEINSTITUIÇÃO,SEGMENTO,CÓDCOMPEAG,NOMEAGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATAINÍCIO,DDD,FONE,IDINSTALAÇÃO,MUNICIPIOIBGE,LATITUDE,LONGITUDE,LATITUDE_v2,LONGITUDE_v2
176,60701190,12,59,ITAÚ UNIBANCO S.A.,Banco Múltiplo,61,SAO PAULO/AV.ANGELICA                                       ,"AV.ANGELICA, 1170",          ,                                                  ,S.CECILIA,01228-100,SAOPAULO,SP,1963-02-05 00:00:00,11,30034828,9999970488,3550308,-23.55156,-46.66061,,
177,60701190,4474,27,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9097,PERSONNALITE/PRAÇA BUENOS AIRES                             ,"AV. ANGELICA, 1596",          ,PARTE                                             ,HIGIENÓPOLIS,01228-100,SAOPAULO,SP,18/07/2011 ,11,30034828,9999518653,3550308,-23.55156,-46.66061,,
179,90400888,952,67,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,386,R SERGIPE-SP-SP                                             ,"AV. ANGELICA, 1784",          ,                                                  ,SANTACECILIA,01228-200,SAOPAULO,SP,31/08/2006 ,11,38234300,9999724607,3550308,-23.55156,-46.66061,,
180,90400888,2389,80,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3984,SP - PRACA BUENOS AIRES                                     ,"AVENIDA ANGELICA,",1784,                                                  ,CONSOLACAO,01228-200,SAOPAULO,SP,30/04/2009 ,11,38234300,9999607595,3550308,-23.55156,-46.66061,,
182,60701190,400,76,ITAÚ UNIBANCO S.A.,Banco Múltiplo,428,SAO PAULO/ALAMEDA BARROS                                    ,ALAMEDA BARROS - 832,          ,                                                  ,S.CECILIA,01232-000,SAOPAULO,SP,1965-02-06 00:00:00,11,30034828,9999970103,3550308,-23.53791,-46.65265,,
184,60701190,1603,6,ITAÚ UNIBANCO S.A.,Banco Múltiplo,2944,SP/CHARLES MILLER                                           ,"AVENIDA PACAEMBU, 1947",          ,                                                  ,PACAEMBU,01234-001,SAOPAULO,SP,20/01/1997 ,11,30034828,9999968953,3550308,-23.5349,-46.66232,,
187,60701190,1949,79,ITAÚ UNIBANCO S.A.,Banco Múltiplo,3754,PERSONNALITE PACAEMBU                                       ,"PRACA CHARLES MULLER, 12",          ,                                                  ,PACAEMBU,01234-010,SAOPAULO,SP,26/03/2002 ,11,30034828,9999968612,3550308,-23.5453,-46.66534,,
188,90400888,1583,66,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3633,AV PACAEMBU-SP                                              ,"PCA. CHARLES MULLER,108",          ,                                                  ,PACAEMBU,01234-010,SAOPAULO,SP,30/04/2009 ,11,38665700,9999607652,3550308,-23.5453,-46.66534,,
189,90400888,2387,18,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4759,001-4759 URB-SP-PCA.CHARLES MILLER                          ,PCA CHARLES MILLER,108,                                                  ,PACAEMBU,01234-010,SAOPAULO,SP,30/04/2009 ,11,38792400,9999607511,3550308,-23.5453,-46.66534,,
190,60746948,1664,36,BANCO BRADESCO S.A.,Banco Múltiplo,1431,"PACAEMBU,URB.SAO PAULO, SP                                  ","AV. ARNOLFO AZEVEDO, 39",          ,                                                  ,PACAEMBU,01236-030,SAOPAULO,SP,15/10/1984 ,11,36726000,9999966926,3550308,-23.54526,-46.66762,,
191,60746948,3813,29,BANCO BRADESCO S.A.,Banco Múltiplo,774,"PRIME PACAEMBU,URB.SAO PAULO, SP                            ","AV.ARNOLFO AZEVEDO, 39",          ,2 PAVIMENTO                                       ,PACAEMBU,01236-030,SAOPAULO,SP,2004-07-12 00:00:00,11,38646386,9999809649,3550308,-23.54526,-46.66762,,
192,90400888,2951,93,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1819,001-1819 SELECT PACAEMBU-SP                                 ,AV ARNOLFO AZEVEDO,61,                                                  ,PACAEMBU,01236-030,SAOPAULO,SP,18/11/2015 ,11,38795600,9999296315,3550308,-23.54526,-46.66762,,
193,60701190,263,24,ITAÚ UNIBANCO S.A.,Banco Múltiplo,186,SAO PAULO/HIGIENOPOLIS                                      ,AV. HIGIENOPOLIS 462,          ,                                                  ,HIGIENOPOLIS,01238-000,SAOPAULO,SP,1955-04-04 00:00:00,11,30034828,9999970240,3550308,-23.5434,-46.6571,,
194,58160789,101,90,BANCO SAFRA S.A.,Banco Múltiplo,125,HIGIENOPOLIS                                                ,RUA MARANHÃO,527,                                                  ,HIGIENOPOLIS,01240-001,SAOPAULO,SP,1990-01-01 00:00:00,11,38212200,9999971336,3550308,-23.54422,-46.65766,,
195,58160789,124,87,BANCO SAFRA S.A.,Banco Múltiplo,124,ANGELICA                                                    ,"RUA MARANHAO, 527",          ,                                                  ,HIGIENOPOLIS,01240-001,SAOPAULO,SP,28/03/1994 ,11,38292200,9999971319,3550308,-23.54422,-46.65766,,
196,58160789,151,50,BANCO SAFRA S.A.,Banco Múltiplo,166,PACAEMBU                                                    ,RUA MARANHÃO,527,                                                  ,HIGIENÓPOLIS,01240-001,SAOPAULO,SP,16/04/2007 ,11,28865570,9999695913,3550308,-23.54422,-46.65766,,
197,58160789,178,70,BANCO SAFRA S.A.,Banco Múltiplo,202,SUMARÉ                                                      ,RUA MARANHÃO,527,                                                  ,HIGIENÓPOLIS,01240-001,SAOPAULO,SP,26/07/2012 ,11,38686400,9999424422,3550308,-23.54422,-46.65766,,
198,60746948,778,40,BANCO BRADESCO S.A.,Banco Múltiplo,614,"HIGIENOPOLIS,URB.SAO PAULO, SP                              ",RUA ALAGOAS 300,          ,                                                  ,SANTACECILIA,01242-000,SAOPAULO,SP,1975-01-09 00:00:00,11,30037438,9999967711,3550308,-23.54587,-46.65958,,
199,60746948,3831,0,BANCO BRADESCO S.A.,Banco Múltiplo,889,"PRIME HIGIENOPOLIS,URB.SAO PAULO, SP                        ","RUA ALAGOAS, 300",          ,PAVIMENTO SUPERIOR                                ,HIGIENOPOLIS,01242-000,SAOPAULO,SP,24/11/2005 ,11,36659600,9999755373,3550308,-23.54587,-46.65958,,
201,60701190,351,53,ITAÚ UNIBANCO S.A.,Banco Múltiplo,36,SAO PAULO/R.DA CONSOLACAO                                   ,"RUA DA CONSOLACAO, 2279",          ,                                                  ,CONSOLACAO,01301-100,SAOPAULO,SP,21/05/1970 ,11,30034828,9999970152,3550308,-23.55193,-46.65783,,
202,60701190,286,10,ITAÚ UNIBANCO S.A.,Banco Múltiplo,189,SAO PAULO/PRACA ROOSEVELT                                   ,RUA DA CONSOLACAO - 1 480,          ,                                                  ,CONSOLACAO,01302-000,SAOPAULO,SP,28/11/1955 ,11,30034828,9999970217,3550308,-23.55193,-46.65783,,
205,60746948,21,66,BANCO BRADESCO S.A.,Banco Múltiplo,138,"CONSOLACAO,URB.SAO PAULO, SP                                ",RUA DA CONSOLAÇÃO,2302,                                                  ,CONSOLACAO,01302-001,SAOPAULO,SP,16/10/1957 ,11,32575900,9999968447,3550308,-23.55193,-46.65783,,
206,60746948,3298,31,BANCO BRADESCO S.A.,Banco Múltiplo,2381,"PRIME AV.ANGELICA,URB.SAO PAULO, SP                         ",RUA DA CONSOLAÇÃO,2302,"PAVIMENTO SUPERIOR, SALA 2.381                    ",CONSOLAÇÃO,01302-001,SAOPAULO,SP,19/05/2003 ,11,31235700,9999879028,3550308,-23.55193,-46.65783,,
207,90400888,1100,88,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,201,CONSOLACAO                                                  ,RUA DA CONSOLACAO 2104,          ,                                                  ,CONSOLACAO,01302-001,SAOPAULO,SP,31/08/2006 ,11,32172777,9999724643,3550308,-23.55193,-46.65783,,
208,90400888,1538,1,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4776,001 4776 CONSOLACAO I                                       ,R DA CONSOLACAO,2104,                                                  ,CONSOLACAO,01302-001,SAOPAULO,SP,30/04/2009 ,11,31225700,9999607501,3550308,-23.55193,-46.65783,,
209,90400888,1598,42,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4445,AG. SP-JUSTICA                                              ,R DA CONSOLACAO,2104,                                                  ,CONSOLACAO,01302-001,SAOPAULO,SP,30/04/2009 ,11,36486200,9999607479,3550308,-23.55193,-46.65783,,
210,60746948,196,46,BANCO BRADESCO S.A.,Banco Múltiplo,95,"NOVA CENTRAL,URB.SAO PAULO, SP                              ",R DA CONSOLACAO,348,LOJA 1 / SUBSOLO E TÉRREO                         ,CONSOLAÇÃO,01302-903,SAOPAULO,SP,1957-07-03 00:00:00,11,32359009,9999968272,3550308,-23.54736,-46.64444,,
211,60746948,3770,54,BANCO BRADESCO S.A.,Banco Múltiplo,764,"PRIME NOVA CENTRAL,URB.SAO PAULO,SP                         ",RUA DA CONSOLAÇÃO,348,LOJA 1 / 1 PAVIMENTO                              ,CONSOLAÇÃO,01302-903,SAOPAULO,SP,2004-12-08 00:00:00,11,32359400,9999833233,3550308,-23.54736,-46.64444,,
212,60701190,1356,11,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1618,SAO PAULO/NOVA AUGUSTA                                      ,"RUA AUGUSTA,",796,                                                  ,CONSOLAÇÃO,01304-001,SAOPAULO,SP,21/07/1993 ,11,30034828,9999969197,3550308,-23.55482,-46.65673,,
214,60746948,18,60,BANCO BRADESCO S.A.,Banco Múltiplo,126,"AUGUSTA,URB.SAO PAULO, SP                                   ",RUA AUGUSTA,1141,                                                  ,CONSOLACAO,01305-100,SAOPAULO,SP,16/05/1957 ,11,37755750,9999968450,3550308,-23.55482,-46.65673,,
216,28127603,114,55,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,160,EMPRESARIAL SAO PAULO                                       ,"RUA FREI CANECA, 1380",          ,CONJUNTO 31/E- ED. CRYSTAL TOWER                  ,CONSOLAÇÃO,01307-002,SAOPAULO,SP,1994-06-05 00:00:00,11,32898179,9999978949,3550308,-23.55294,-46.65167,,
217,58160789,180,94,BANCO SAFRA S.A.,Banco Múltiplo,200,SIRIO LIBANES                                               ,RUA BARATA RIBEIRO,360,LOJA                                              ,BELAVISTA,01308-000,SAOPAULO,SP,2012-10-04 00:00:00,11,31226700,9999439782,3550308,-23.55645,-46.65291,,
222,7237373,71,32,BANCO DO NORDESTE DO BRASIL S.A.,Banco Múltiplo,71,SAO PAULO                                                   ,"AV.PAULISTA,460 -ED.PEDRO BIAGI",          ,1º ANDAR                                          ,BELAVISTA,01310-000,SAOPAULO,SP,1977-01-09 00:00:00,11,32531611,9999985539,3550308,-23.56479,-46.65237,,
223,60746948,1473,0,BANCO BRADESCO S.A.,Banco Múltiplo,105,"PRACA OSWALDO CRUZ, URB, SP                                 ",AV. PAULISTA 52 / PRACA OSWALDO CRUZ,          ,                                                  ,BELAVISTA,01310-000,SAOPAULO,SP,20/07/1981 ,11,32857100,9999967101,3550308,-23.56479,-46.65237,,
224,60746948,3576,14,BANCO BRADESCO S.A.,Banco Múltiplo,1773,"PRIME PRACA OSWALDO CRUZ,URB.SAO PAULO, SP                  ","AV.PAULISTA, 52",          ,"ESQ.C/A OSWALDO CRUZ, 1 ANDAR                     ",BELAVISTA,01310-000,SAOPAULO,SP,22/09/2003 ,11,32857077,9999876046,3550308,-23.56479,-46.65237,,
225,90400888,959,33,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,105,AVENIDAS                                                    ,"AV. PAULISTA, 436",          ,                                                  ,BELAVISTA,01310-000,SAOPAULO,SP,31/08/2006 ,11,33715100,9999724665,3550308,-23.56479,-46.65237,,
226,90400888,1298,54,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3410,001 3410 AVENIDAS-SP IV                                     ,AV PAULISTA,436,                                                  ,BELAVISTA,01310-000,SAOPAULO,SP,30/04/2009 ,112,8531770,9999607631,3550308,-23.56479,-46.65237,,
227,90400888,1372,88,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4550,001 4550 METRO BRIGADEIRO-SP III                            ,AVENIDA PAULISTA,436,                                                  ,BELAVISTA,01310-000,SAOPAULO,SP,30/04/2009 ,11,32539885,9999607562,3550308,-23.56479,-46.65237,,
228,90400888,2588,24,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1199,001 1199 AVENIDAS-SP-SP III                                 ,AV PAULISTA,436,                                                  ,BELAVISTA,01310-000,SAOPAULO,SP,29/11/2010 ,11,30161910,9999540776,3550308,-23.56479,-46.65237,,
233,59285411,1,13,BANCO PAN S.A.,Banco Múltiplo,1,MATRIZ                                                      ,AV. PAULISTA,1374,16º ANDAR                                         ,BELAVISTA,01310-100,SAOPAULO,SP,1991-02-05 00:00:00,11,21925344,9999971084,3550308,-23.56479,-46.65237,,
234,60701190,640,99,ITAÚ UNIBANCO S.A.,Banco Múltiplo,646,SAO PAULO/NOVA PAULISTA                                     ,AV.PAULISTA - 680,          ,                                                  ,BELAVISTA,01310-100,SAOPAULO,SP,24/01/1963 ,11,30034828,9999969867,3550308,-23.56479,-46.65237,,
235,60701190,1683,82,ITAÚ UNIBANCO S.A.,Banco Múltiplo,3741,PERSONNALITE PAULISTA                                       ,"AVENIDA PAULISTA, 1.318",          ,                                                  ,BELAVISTA,01310-100,SAOPAULO,SP,30/04/1999 ,11,30034828,9999968876,3550308,-23.56479,-46.65237,,
236,60701190,2990,53,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7055,PERSONNALITÉ PAULIST1000                                    ,"AV. PAULISTA, 1000",          ,PARTE                                             ,BELAVISTA,01310-100,SAOPAULO,SP,2007-11-06 00:00:00,11,30034828,9999691312,3550308,-23.56479,-46.65237,,
237,60701190,4958,20,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9073,PERSONNALITÉ NOVA PTA                                       ,AVENIDA PAULISTA,1294,PARTE                                             ,BELAVISTA,01310-100,SAOPAULO,SP,28/05/2018 ,11,30034828,9999213571,3550308,-23.56479,-46.65237,,
238,60746948,162,5,BANCO BRADESCO S.A.,Banco Múltiplo,156,"NACOES UNIDAS,URB.SAO PAULO, SP                             ","AV. PAULISTA, 778",          ,                                                  ,BELAVISTA,01310-100,SAOPAULO,SP,30/04/1959 ,11,30037529,9999968306,3550308,-23.56479,-46.65237,,
239,60746948,3328,91,BANCO BRADESCO S.A.,Banco Múltiplo,2385,"PRIME AVENIDA PAULISTA, URB. SAO PAULO, SP                  ","AV. PAULISTA, 1450",          ,CONJUNTO 2                                        ,BELAVISTA,01310-100,SAOPAULO,SP,19/05/2003 ,11,33727100,9999878985,3550308,-23.56479,-46.65237,,
240,60746948,3832,91,BANCO BRADESCO S.A.,Banco Múltiplo,884,"PRIME NACOES UNIDAS,URB.SAO PAULO, SP                       ","AV.PAULISTA, 778",          ,PAVIMENTO SUPERIOR                                ,BELAVISTA,01310-100,SAOPAULO,SP,27/10/2005 ,11,30161900,9999761617,3550308,-23.56479,-46.65237,,
241,60746948,9927,19,BANCO BRADESCO S.A.,Banco Múltiplo,1009,"AGÊNCIA PJ ALTO VALOR PAULISTA - URB SÃO PAULO, SP          ",AVENIDA PAULISTA,778,1 PAVIMENTO SALA 1                                ,BELAVISTA,01310-100,SAOPAULO,SP,18/01/2024 ,11,31068091,9998949355,3550308,-23.56479,-46.65237,,
242,60746948,9979,40,BANCO BRADESCO S.A.,Banco Múltiplo,2643,"AGÊNCIA PJ ALTO VALOR IPIRANGA 3 - URB. SÃO PAULO, SP       ",AVENIDA PAULISTA,778,"1 PAVIMENTO, SALA 3                               ",BELAVISTA,01310-100,SAOPAULO,SP,18/01/2024 ,11,30038031,9998949345,3550308,-23.56479,-46.65237,,
243,60746948,9997,21,BANCO BRADESCO S.A.,Banco Múltiplo,1091,"AGÊNCIA PJ ALTO VALOR PAULISTA 2 - URB. SÃO PAULO, SP       ",AVENIDA PAULISTA,778,"1 PAVIMENTO, SALA 2                               ",BELAVISTA,01310-100,SAOPAULO,SP,18/01/2024 ,11,50876500,9998949346,3550308,-23.56479,-46.65237,,
244,90400888,829,55,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,236,COND 5 AVENIDA-SP-SP                                        ,AV PAULISTA 726 LOJA 1,          ,                                                  ,BELAVISTA,01310-100,SAOPAULO,SP,31/08/2006 ,11,30167355,9999724629,3550308,-23.56479,-46.65237,,
245,90400888,2952,74,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1821,001 1821 SELECT AV PAULISTA SP                              ,AV PAULISTA,1374,TERRO                                             ,BELAVISTA,01310-100,SAOPAULO,SP,2016-05-12 00:00:00,11,31493650,9999259895,3550308,-23.56479,-46.65237,,
246,33479023,173,17,BANCO CITIBANK S.A.,Banco Múltiplo,100,PAULISTA-TRIANON                                            ,"AVENIDA PAULISTA, 1776",          ,LOJA E MEZANINO                                   ,,01310-200,SAOPAULO,SP,27/10/2006 ,11,40093134,9999717614,3550308,-23.56479,-46.65237,,
248,60701190,174,14,ITAÚ UNIBANCO S.A.,Banco Múltiplo,262,SAO PAULO/AV.PAULISTA                                       ,AV.PAULISTA - 1948,          ,                                                  ,CERQUEIRACESAR,01310-200,SAOPAULO,SP,31/07/1943 ,11,30034828,9999970328,3550308,-23.56479,-46.65237,,
249,60746948,606,3,BANCO BRADESCO S.A.,Banco Múltiplo,3114,"NACIONAL,URB.SAO PAULO, SP                                  ","AV. PAULISTA, 2026",          ,                                                  ,BELAVISTA,01310-200,SAOPAULO,SP,1973-06-12 00:00:00,11,33724200,9999967862,3550308,-23.56479,-46.65237,,
250,60746948,3476,51,BANCO BRADESCO S.A.,Banco Múltiplo,1833,"PRIME NACIONAL - URB. SãO PAULO, SP                         ",AVENIDA PAULISTA,2026,MEZANINO                                          ,BELAVISTA,01310-200,SAOPAULO,SP,22/09/2003 ,11,33721800,9999876044,3550308,-23.56479,-46.65237,,
255,3017677,1,20,BANCO J. SAFRA S.A.,Banco Múltiplo,1,MATRIZ                                                      ,"AVENIDA PAULISTA, 2150",          ,                                                  ,BELAVISTA,01310-300,SAOPAULO,SP,24/06/1999 ,11,31445000,9999986669,3550308,-23.56479,-46.65237,,
258,58160789,207,49,BANCO SAFRA S.A.,Banco Múltiplo,290,AGÊNCIA FOPA                                                ,AV PAULISTA,2100,                                                  ,BELAVISTA,01310-300,SAOPAULO,SP,2022-10-10 00:00:00,11,31758951,9999016223,3550308,-23.56479,-46.65237,,
259,61533584,1,55,BANCO SOCIETE GENERALE BRASIL S.A.,Banco Múltiplo,1,MATRIZ                                                      ,"AV PAULISTA, 2300 - 9 ANDAR, CJS 91 A 93",          ,                                                  ,CERQUEIRACESAR,01310-300,SAOPAULO,SP,1932-06-07 00:00:00,11,32178000,9999961758,3550308,-23.56479,-46.65237,,
275,90400888,1606,97,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4793,SP-BELA PAULISTA                                            ,"AVENIDA PAULISTA,",726,LJ 2                                              ,BELAVISTA,01310-910,SAOPAULO,SP,30/04/2009 ,11,32538033,9999607485,3550308,-23.56675,-46.64984,,
